,Course,TermName,ClassAveLetter,SubjectCode,URL,Instructor
6265,MATH111,W2017,A-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-111,"Fox, Thomas F"
6266,MATH111,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-111,"Causley, Broderick"
6267,MATH112,F2011,B-,MATH,https://www.mcgill.ca/study/2011-2012/courses/math-112,"Froehlich, Sara"
6268,MATH112,F2012,B-,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-112,"El Hajj, Layan"
6269,MATH122,F2013,B-,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-122,"Trudeau, Sidney; Chen, Yu-Ting"
6270,MATH122,F2014,C+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-122,"Anderson, William J; Trudeau, Sidney"
6271,MATH122,F2015,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-122,"Elmasri, Mohamad; Trudeau, Sidney"
6272,MATH122,W2016,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-122,"Novytska, Yuliya"
6273,MATH122,F2016,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-122,"Trudeau, Sidney; Liu, Zheng"
6274,MATH122,F2017,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-122,"Sektnan, Lars"
6275,MATH122,F2018,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-122,"Trudeau, Sidney"
6276,MATH122,F2019,B-,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-122,"Trudeau, Sidney"
6277,MATH122,F2020,A,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-122,"Fortier, Jérôme"
6278,MATH122,F2021,B,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-122,"Duchesne, Gabriel William"
6279,MATH122,F2022,A-,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-122,"Abi Younes, Elio"
6280,MATH122,F2023,B+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-122,"Hedicke, Jakob"
6281,MATH123,W2014,B+,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-123,"Trudeau, Sidney; Anderson, William J"
6282,MATH123,W2015,B+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-123,"Trudeau, Sidney"
6283,MATH123,W2016,B+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-123,"Trudeau, Sidney"
6284,MATH123,W2017,B+,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-123,"Trudeau, Sidney; Nagel, Matthias"
6285,MATH123,W2018,A-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-123,"Trudeau, Sidney"
6286,MATH123,W2019,A-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-123,"Shokoohi, Farhad"
6287,MATH123,F2019,B,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-123,"Frieden, Gabriel Michael; Trudeau, Sidney"
6288,MATH123,F2020,B+,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-123,"Beckman, Erin"
6289,MATH123,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-123,"Trudeau, Sidney"
6290,MATH123,F2021,B+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-123,"Hughes, Thomas James"
6291,MATH123,W2022,B+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-123,"Abdenbi, Brahim"
6292,MATH123,F2022,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-123,"Macdonald, Jeremy"
6293,MATH123,W2023,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-123,"Martine, Gabriel"
6294,MATH123,F2023,A-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-123,"Keeler, Blake"
6295,MATH123,W2024,A-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-123,"Sabbagh, Magid"
6296,MATH133,F2012,B-,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-133,"Cormier, Eric; Kelome, Djivede; Anderson, William J; Bailey, Michael"
6297,MATH133,W2013,B,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-133,"Anderson, William J; Candelori, Luca"
6298,MATH133,F2013,C+,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-133,"Brakocevic, Miljan; Kelome, Djivede; Bailey, Michael; Anderson, William J"
6299,MATH133,W2014,C+,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-133,"Banks, Jessica; Trudeau, Sidney"
6300,MATH133,S2014,B,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-133,"Novytska, Yuliya"
6301,MATH133,F2014,B-,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-133,"Cornwell, Christopher; Kelome, Djivede; Trudeau, Sidney; Brandenbursky, Michael"
6302,MATH133,W2015,B-,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-133,"Kelome, Djivede; Trudeau, Sidney"
6303,MATH133,S2015,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-133,"Elias, Yara"
6304,MATH133,F2015,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-133,"Disegni, Daniel; Kelome, Djivede; Baratin, Aristide; Anderson, William J"
6305,MATH133,W2016,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-133,"Novytska, Yuliya; Kelome, Djivede"
6306,MATH133,S2016,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-133,"Baratin, Aristide"
6307,MATH133,F2016,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-133,"Kelome, Djivede; Huang, Jingyin; Sharma, Amit; Aleyasin, Seyed Ali; Aryan, Farzad"
6308,MATH133,W2017,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-133,"Kelome, Djivede"
6309,MATH133,S2017,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-133,"Baratin, Aristide"
6310,MATH133,F2017,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-133,"Kelome, Djivede; Dolce, Francesco; Qiu, Guohuan; Sharma, Amit"
6311,MATH133,W2018,B+,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-133,"Wang, Haining"
6312,MATH133,S2018,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-133,"Patrias, Rebecca"
6313,MATH133,F2018,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-133,"Fortier, Jerome; Shen, Liangming; Pequignot, Yann Batiste; Osajda, Damian"
6314,MATH133,W2019,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-133,"Fortier, Jerome"
6315,MATH133,S2019,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-133,"Patrias, Rebecca"
6316,MATH133,F2019,B+,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-133,"Bélanger-Rioux, Rosalie; Omar, Zayd; Albanese, Michael"
6317,MATH133,S2020,A-,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-133,"Sicca Gonçalves, Vladmir"
6318,MATH133,F2020,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-133,"Bélanger-Rioux, Rosalie; Ball, Gavin; Aigner, Florian; Przytycki, Piotr"
6319,MATH133,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-133,"Kelome, Djivede"
6320,MATH133,S2021,B,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-133,"Munro, Zachary"
6321,MATH133,F2021,B+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-133,"Bélanger-Rioux, Rosalie; Bibby, Sean; Chinis, Jake; Li, Wanlin; Alfieri, Antonio"
6322,MATH133,W2022,B,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-133,"Fortier, Jérôme"
6323,MATH133,S2022,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-133,"Leroux-Lapierre, Alexis"
6324,MATH133,F2022,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-133,"Bélanger-Rioux, Rosalie; Mazakian, Hovsep; Gerbelli-Gauthier, Mathilde; Alfieri, Antonio"
6325,MATH133,W2023,B-,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-133,"Duchesne, Gabriel William"
6326,MATH133,S2023,C+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-133,"Leroux-Lapierre, Alexis"
6327,MATH133,F2023,B-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-133,"Trudeau, Sidney; Collins-Woodfin, Elizabeth; Branchereau, Romain"
6328,MATH133,W2024,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-133,"Gerbelli-Gauthier, Mathilde"
6329,MATH133,S2024,B+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-133,"Bellemare, Hugues"
6330,MATH139,F2013,B-,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-139,"Chen, Linan"
6331,MATH139,F2014,B+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-139,"Chen, Linan"
6332,MATH139,F2015,B+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-139,"Chen, Linan"
6333,MATH139,F2016,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-139,"Froehlich, Sara"
6334,MATH139,F2017,B+,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-139,"Mehrabian, Abbas"
6335,MATH139,F2018,B+,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-139,"Sektnan, Lars; Trudeau, Sidney"
6336,MATH139,F2019,C+,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-139,"Nica, Bogdan; Trudeau, Sidney"
6337,MATH139,F2020,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-139,"Bibby, Sean; Trudeau, Sidney; Lumley, Allysa; Negrini, Isabella"
6338,MATH139,F2021,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-139,"Sicca Gonçalves, Vladmir"
6339,MATH139,F2022,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-139,"Sabbagh, Magid"
6340,MATH139,F2023,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-139,"Scarpa, Carlo"
6341,MATH140,F2012,B,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-140,"Trudeau, Sidney; Drury, Stephen W; Fox, Thomas F"
6342,MATH140,W2013,B-,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-140,"Topaloglu, Ihsan"
6343,MATH140,F2013,B,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-140,"Hundemer, Axel W; Disegni, Daniel"
6344,MATH140,W2014,B-,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-140,"Drury, Stephen W"
6345,MATH140,F2014,B+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-140,"Hundemer, Axel W; Drury, Stephen W; Conlon, Ronan"
6346,MATH140,W2015,B-,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-140,"Aleyasin, Seyed Ali"
6347,MATH140,F2015,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-140,"Hundemer, Axel W; Hu, Ying; Wallace, Michael"
6348,MATH140,W2016,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-140,"Vonk, Jan"
6349,MATH140,S2016,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-140,"Jakobson, Dmitry"
6350,MATH140,F2016,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-140,"Trudeau, Sidney; Jankiewicz, Katarzyna; Hu, Ying"
6351,MATH140,W2017,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-140,"Orson, Patrick"
6352,MATH140,F2017,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-140,"Trudeau, Sidney; Meng, xianchang; Hu, Ying"
6353,MATH140,W2018,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-140,"Sektnan, Lars"
6354,MATH140,S2018,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-140,"Abdenbi, Brahim"
6355,MATH140,F2018,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-140,"Trudeau, Sidney; Fortier, Jerome; Patrias, Rebecca"
6356,MATH140,W2019,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-140,"Garver, Alexander"
6357,MATH140,S2019,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-140,"Zenz, Peter"
6358,MATH140,F2019,B,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-140,"Trudeau, Sidney; Negrini, Isabella; Walker, Aled"
6359,MATH140,S2020,B+,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-140,"Zenz, Peter"
6360,MATH140,F2020,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-140,"Trudeau, Sidney; Ghaswala, Tyrone; Albanese, Michael"
6361,MATH140,W2021,B+,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-140,"Fortier, Jérôme"
6362,MATH140,S2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-140,"Chen, Linan"
6363,MATH140,F2021,B,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-140,"Trudeau, Sidney; Nazari Zahraei Motlagh, Erfan; Sabbagh, Magid"
6364,MATH140,W2022,C,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-140,"Kelome, Djivede"
6365,MATH140,S2022,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-140,"Abdenbi, Brahim"
6366,MATH140,F2022,B-,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-140,"Trudeau, Sidney; Huang, Peiyuan; Mellick, Sam"
6367,MATH140,W2023,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-140,"Collins-Woodfin, Elizabeth"
6368,MATH140,S2023,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-140,"Lybbert, Reginald"
6369,MATH140,F2023,B-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-140,"Fortier, Jérôme; Cant, Dylan; Fu, Hao"
6370,MATH140,W2024,C+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-140,"Fortier, Jérôme"
6371,MATH140,S2024,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-140,"Sajjad, Alia"
6372,MATH141,W2013,B-,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-141,"Fox, Thomas F; Drury, Stephen W; Trudeau, Sidney"
6373,MATH141,S2013,B-,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-141,"Bigdely, Hadi; Diaconescu, Oxana"
6374,MATH141,F2013,B-,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-141,"Topaloglu, Ihsan"
6375,MATH141,W2014,B,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-141,"Brandenbursky, Michael; Hundemer, Axel W; Conlon, Ronan"
6376,MATH141,S2014,B-,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-141,"Candelori, Luca; Brandenbursky, Michael"
6377,MATH141,F2014,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-141,"Fox, Thomas F"
6378,MATH141,W2015,B+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-141,"Haug, Luis; Hundemer, Axel W; Conlon, Ronan"
6379,MATH141,S2015,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-141,"Zwicker, Justine; Ehlen, Stephan"
6380,MATH141,F2015,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-141,"Pang, Chung Yin Amy"
6381,MATH141,W2016,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-141,"Shokoohi, Farhad; Hundemer, Axel W; Barsheshat, Yariv"
6382,MATH141,S2016,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-141,"Al Balushi, Ibrahim; McGillivray, Annaliza"
6383,MATH141,F2016,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-141,"Sektnan, Lars"
6384,MATH141,W2017,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-141,"Gobin, Damien; Trudeau, Sidney; Sektnan, Lars"
6385,MATH141,S2017,C+,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-141,"Nica, Bogdan Lucian; Al Balushi, Ibrahim"
6386,MATH141,F2017,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-141,"Gobin, Damien"
6387,MATH141,W2018,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-141,"Trudeau, Sidney; Gaster, Jonah; Fox, Thomas F"
6388,MATH141,S2018,C+,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-141,"Nica, Bogdan Lucian; Causley, Broderick"
6389,MATH141,F2018,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-141,"Perret-Gentil-dit-Maillard, Corentin; Gaster, Jonah"
6390,MATH141,W2019,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-141,"Trudeau, Sidney; Fortier, Jerome; Fox, Thomas F"
6391,MATH141,S2019,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-141,"Nica, Bogdan; Xu, Peter"
6392,MATH141,F2019,B-,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-141,"Haris, Asad; Trudeau, Sidney; Abdenbi, Brahim"
6393,MATH141,S2020,B+,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-141,"Abdenbi, Brahim; Chinis, Iakovos"
6394,MATH141,F2020,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-141,"Fortier, Jérôme; Sabok, Marcin"
6395,MATH141,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-141,"Trudeau, Sidney; Albanese, Michael; Ghaswala, Tyrone"
6396,MATH141,S2021,B+,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-141,"Abdenbi, Brahim; Zenz, Peter"
6397,MATH141,F2021,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-141,"Macdonald, Jeremy; Albanese, Michael"
6398,MATH141,W2022,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-141,"Bibby, Sean; Fortier, Jérôme; Cavallo, Alberto"
6399,MATH141,S2022,C+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-141,"Sabbagh, Magid; Barill, Gavin"
6400,MATH141,F2022,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-141,"Macdonald, Jeremy; Xu, Peter"
6401,MATH141,W2023,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-141,"Trudeau, Sidney; Barill, Gavin; Mazakian, Hovsep"
6402,MATH141,S2023,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-141,"Abi Younes, Elio; Hassan, Hazem"
6403,MATH141,F2023,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-141,"Sroka, Marcin; Cairns, Hannah"
6404,MATH141,W2024,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-141,"Trudeau, Sidney; Macdonald, Jeremy; Mazakian, Hovsep"
6405,MATH141,S2024,C+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-141,"Mazakian, Hovsep; Abi Younes, Elio"
6406,MATH150,F2012,B,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-150,"Roth, Charles"
6407,MATH150,F2014,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-150,"Roth, Charles"
6408,MATH150,F2015,B+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-150,"Roth, Charles"
6409,MATH150,F2016,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-150,"Roth, Charles"
6410,MATH150,F2017,A-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-150,"Roth, Charles"
6411,MATH150,F2018,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-150,"Roth, Charles"
6412,MATH150,F2019,B+,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-150,"Roth, Charles"
6413,MATH150,F2020,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-150,"Roth, Charles"
6414,MATH150,F2021,B,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-150,"Roth, Charles"
6415,MATH150,F2022,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-150,"Roth, Charles"
6416,MATH150,F2023,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-150,"Roth, Charles"
6417,MATH151,W2013,C+,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-151,"Roth, Charles"
6418,MATH151,W2015,B+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-151,"Roth, Charles"
6419,MATH151,W2016,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-151,"Roth, Charles"
6420,MATH151,W2017,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-151,"Roth, Charles"
6421,MATH151,W2018,B+,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-151,"Roth, Charles"
6422,MATH151,W2019,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-151,"Roth, Charles"
6423,MATH151,W2021,B+,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-151,"Roth, Charles"
6424,MATH151,W2023,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-151,"Roth, Charles"
6425,MATH151,W2024,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-151,"Roth, Charles"
6426,MATH180,F2013,A-,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-180,"Trudeau, Sidney"
6427,MATH180,F2014,A,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-180,"Trudeau, Sidney"
6428,MATH180,F2016,A,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-180,"Trudeau, Sidney"
6429,MATH180,F2017,A-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-180,"Trudeau, Sidney"
6430,MATH180,F2018,A-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-180,"Trudeau, Sidney"
6431,MATH180,F2019,A-,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-180,"Trudeau, Sidney"
6432,MATH180,F2020,A,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-180,"Trudeau, Sidney"
6433,MATH180,F2021,A,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-180,"Trudeau, Sidney"
6434,MATH180,F2022,A,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-180,"Trudeau, Sidney"
6435,MATH180,F2023,A,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-180,"Trudeau, Sidney"
6436,MATH203,S2013,B+,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-203,"Harel, Daphna"
6437,MATH203,F2013,A-,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-203,"Harel, Daphna; Genest, Christian"
6438,MATH203,S2014,B+,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-203,"Correa, Jose Andres"
6439,MATH203,F2014,B+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-203,"Best, Ana; Wolfson, David B"
6440,MATH203,W2015,B+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-203,"Correa, Jose Andres"
6441,MATH203,F2015,B+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-203,"Khalili Mahmoudabadi, Abbas; Wolfson, David B"
6442,MATH203,W2016,A-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-203,"Yang, Yi"
